JobTitle,location,State,normalized_salary,work_type,pay_period,DevType
Data Engineer,"Cupertino, CA",CA,130000.0,TEMPORARY,HOURLY,Data engineer
Sr. Data Scientist - Strategic Projects,"New York, NY",NY,105500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Senior Machine Learning Engineer,United States,Nationwide,172150.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Sr. Staff Data Analyst - Marketing Analytics,"Arizona, United States",AZ,167500.0,FULL_TIME,YEARLY,Data or business analyst
Lead Data Engineer,"Universal City, CA",CA,150000.0,FULL_TIME,YEARLY,Data engineer
Cde Data Engineer,"Englewood Cliffs, NJ",NJ,117500.0,FULL_TIME,YEARLY,Data engineer
Sr Business Analyst,"Baltimore, MD",MD,85000.0,CONTRACT,YEARLY,Data or business analyst
Ies – Lead Business Analyst (Project Coordinator) Ref. #7594,"Albany, NY",NY,115807.0,FULL_TIME,YEARLY,Data or business analyst
"Consultant, Ai & Analytics",United States,Nationwide,127000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Senior Generative Ai Engineer,"Irvine, CA",CA,192458.5,TEMPORARY,YEARLY,Data scientist or machine learning specialist
"Senior Data Scientist, Llm","San Francisco, CA",CA,232500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Ies Business Analyst (Project Coordinator) Ref. #7601,"Albany, NY",NY,105702.5,FULL_TIME,YEARLY,Data or business analyst
Applied Machine Learning Engineer (East Coast),United States,Nationwide,230000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Machine Learning Engineer Intern,"Poway, CA",CA,55442.5,INTERNSHIP,YEARLY,Data scientist or machine learning specialist
Loan Transformation Data Analyst,"Tampa, FL",FL,156000.0,CONTRACT,HOURLY,Data or business analyst
Manufacturing Business Analyst,"Houston, TX",TX,100000.0,FULL_TIME,YEARLY,Data or business analyst
Data Analyst,"Juno Beach, FL",FL,72800.0,CONTRACT,HOURLY,Data or business analyst
Business Analyst,"Upper Macungie, PA",PA,98800.0,CONTRACT,HOURLY,Data or business analyst
"Machine Learning Engineer, Search Ads - Usds","Mountain View, CA",CA,143575.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Senior Data Analyst,"Alpharetta, GA",GA,122850.0,CONTRACT,YEARLY,Data or business analyst
Data Engineer,"San Francisco, CA",CA,185500.0,FULL_TIME,YEARLY,Data engineer
Ai Security Research Scientist,"San Jose, CA",CA,170900.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Senior Data Engineer- Python,"Austin, TX",TX,136275.0,FULL_TIME,YEARLY,Data engineer
Financial Data Analyst,"Arlington, VA",VA,95000.0,FULL_TIME,YEARLY,Data or business analyst
Staff Data Engineer,"Foster City, CA",CA,201177.5,FULL_TIME,YEARLY,Data engineer
Business Analyst - Investment Banking,"New York, NY",NY,68550.0,FULL_TIME,YEARLY,Data or business analyst
Senior Business Analyst,"Lewiston, ME",ME,90480.0,FULL_TIME,YEARLY,Data or business analyst
"Data Analyst, Research Solutions",Greater Seattle Area,WA,125000.0,FULL_TIME,YEARLY,Data or business analyst
Senior Data Scientist (Perf. Mgmt & Org. Strategy) (Hybrid Schedule),Los Angeles Metropolitan Area,CA,136900.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Digital Engineer Iii (Azure Data Engineer),"Pensacola, FL",FL,135587.5,OTHER,YEARLY,Data engineer
Digital Engineer Iii (Azure Data Engineer),"Vienna, VA",VA,135587.5,OTHER,YEARLY,Data engineer
Data Scientist,"Vienna, VA",VA,114937.5,OTHER,YEARLY,Data scientist or machine learning specialist
Senior Business Analyst,United States,Nationwide,101400.0,FULL_TIME,YEARLY,Data or business analyst
Data Engineer I,"Los Angeles, CA",CA,110000.0,FULL_TIME,YEARLY,Data engineer
Data Scientist,"Pensacola, FL",FL,105200.0,OTHER,YEARLY,Data scientist or machine learning specialist
Ets Engineer Iv - Data Engineer (Ai/Ml/Nlp),"Vienna, VA",VA,163900.0,OTHER,YEARLY,Data engineer
Data Scientist,"Vienna, VA",VA,105200.0,OTHER,YEARLY,Data scientist or machine learning specialist
Data Scientist,"Pensacola, FL",FL,114937.5,OTHER,YEARLY,Data scientist or machine learning specialist
"Data Analyst - Consumer Analytics - Hybrid In Dallas,  Tx","Dallas, TX",TX,136520.80000000002,CONTRACT,HOURLY,Data or business analyst
Applied Machine Learning Research Scientist,"San Jose, CA",CA,220000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Business Analyst,"Fairfax, VA",VA,109150.0,FULL_TIME,YEARLY,Data or business analyst
Senior Business Analyst,"Fairfax, VA",VA,122800.0,FULL_TIME,YEARLY,Data or business analyst
Business Analyst - Intern,"Pittsburgh, PA",PA,45760.0,INTERNSHIP,HOURLY,Data or business analyst
"Intern, Machine Learning","San Francisco, CA",CA,93600.0,INTERNSHIP,HOURLY,Data scientist or machine learning specialist
Aws Data Engineer,"Fairfax, VA",VA,122800.0,FULL_TIME,YEARLY,Data engineer
"Business Analyst, Cultural & Linguistic Department","Commerce, CA",CA,81946.8,FULL_TIME,YEARLY,Data or business analyst
"Vp, Product Management Ai - Gtm","San Francisco, CA",CA,384250.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Lead Cloud Online Data Engineer,"Brookfield, WI",WI,148492.5,FULL_TIME,YEARLY,Data engineer
Senior Principal Data Scientist,"Huntsville, AL",AL,174600.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Senior Data Analyst,United States,Nationwide,135000.0,FULL_TIME,YEARLY,Data or business analyst
Staff Machine Learning Engineer,United States,Nationwide,165000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Business Analyst Iii - Tableau (Remote),United States,Nationwide,150280.0,FULL_TIME,YEARLY,Data or business analyst
Data Analyst Iv (Remote),United States,Nationwide,120000.0,FULL_TIME,YEARLY,Data or business analyst
Senior Compensation & People Data Analyst,"Austin, TX",TX,128500.0,FULL_TIME,YEARLY,Data or business analyst
"Research Scientist, Ai For Science","San Francisco, CA",CA,175500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
"Monetization Technical Program Manager, Ml","Sunnyvale, CA",CA,198500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
"Monetization Technical Program Manager, Ml","Bellevue, WA",WA,198500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
It Sr Data Engineer Delivery,"Lancaster, PA",PA,125600.0,FULL_TIME,YEARLY,Data engineer
Senior Data Scientist,"Boston, MA",MA,132500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Sr Data Analyst,"Phoenix, AZ",AZ,95000.0,CONTRACT,YEARLY,Data or business analyst
Machine Learning Team Lead - Artificial Intelligence,"New York, NY",NY,300000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Senior Nlp Research Engineer - Artificial Intelligence Group,"New York, NY",NY,212500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Business Analyst,"Houston, TX",TX,88400.0,CONTRACT,HOURLY,Data or business analyst
Senior Language Modeling Engineer - Artificial Intelligence Group,"New York, NY",NY,212500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Data Engineer,New York City Metropolitan Area,NY,175000.0,FULL_TIME,YEARLY,Data engineer
Senior Software Engineer - Artificial Intelligence Group,"New York, NY",NY,200000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Data Analyst (Junior),Washington DC-Baltimore Area,DC,70000.0,FULL_TIME,YEARLY,Data or business analyst
Senior Search Engineer - Artificial Intelligence Group,"New York, NY",NY,200000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Junior Data Analyst,United States,Nationwide,77500.0,FULL_TIME,YEARLY,Data or business analyst
Master Data Analyst,"Creve Coeur, MO",MO,89440.0,CONTRACT,HOURLY,Data or business analyst
Lead Machine Learning Engineer,United States,Nationwide,200000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Data Scientist,"McLean, VA",VA,225000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Energy Policy & Data Analyst,United States,Nationwide,100000.0,FULL_TIME,YEARLY,Data or business analyst
Machine Learning Engineer,"McLean, VA",VA,225000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Artificial Intelligence Engineer,"McLean, VA",VA,225000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Data Engineer / Power Bi Developer,United States,Nationwide,145600.0,CONTRACT,HOURLY,Data engineer
"Product Manager, Generative Ai",United States,Nationwide,162500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Data Analyst Or Data Product Manager (Native Us Citizens Only),"Austin, TX",TX,119600.0,CONTRACT,HOURLY,Data or business analyst
Lead Data Engineer,"New York, NY",NY,156000.0,CONTRACT,HOURLY,Data engineer
Senior Data Engineer,United States,Nationwide,156000.0,CONTRACT,HOURLY,Data engineer
Data Analyst,"Pennsylvania, United States",PA,85280.0,CONTRACT,HOURLY,Data or business analyst
Ai Solutions Architect,New York City Metropolitan Area,NY,175000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Accounting And Business Analyst,"Monroeville, PA",PA,46800.0,FULL_TIME,HOURLY,Data or business analyst
"Managing Director, Data & Ai Business Innovation","New York, NY",NY,293335.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Senior Healthcare Data Analyst,United States,Nationwide,91100.0,FULL_TIME,YEARLY,Data or business analyst
Data Scientist,"Birmingham, AL",AL,223600.0,FULL_TIME,HOURLY,Data scientist or machine learning specialist
Data Analyst | Power Bi (Remote),"Irvine, CA",CA,125050.0,FULL_TIME,YEARLY,Data or business analyst
Data Analyst,"West Chester, PA",PA,70000.0,FULL_TIME,YEARLY,Data or business analyst
Sr. Business Analyst,"Troy, MI",MI,118560.0,CONTRACT,HOURLY,Data or business analyst
Junior Ai/Ml Software Engineer,United States,Nationwide,112000.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Engineering Leader - Monetization Generative Ai,"San Jose, CA",CA,448500.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Sr Data Engineer,"Minneapolis, MN",MN,151873.5,FULL_TIME,YEARLY,Data engineer
"Product Manager - Ai-Driven Video Safety, Trust & Safety, San Francisco","San Francisco, CA",CA,230320.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
"Product Manager - Ai-Driven Video Safety, Trust & Safety, Seattle","Seattle, WA",WA,218804.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
"Business Analyst, Retirement & Pension - Consulting","Los Angeles, CA",CA,108850.0,FULL_TIME,YEARLY,Data or business analyst
"Product Manager - Ai-Driven Video Safety, Trust & Safety, San Jose","San Jose, CA",CA,230320.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
Data Analyst,"Orlando, FL",FL,179920.0,CONTRACT,HOURLY,Data or business analyst
"Senior Business Analyst, Retirement & Pension - Consulting","Los Angeles, CA",CA,140050.0,FULL_TIME,YEARLY,Data or business analyst
Senior Data Analyst,United States,Nationwide,130000.0,FULL_TIME,YEARLY,Data or business analyst
Data Scientist,"Memphis, TN",TN,119550.0,FULL_TIME,YEARLY,Data scientist or machine learning specialist
It Business Analyst,"Brooklyn, OH",OH,132000.0,FULL_TIME,YEARLY,Data or business analyst
Data Engineer Ii,"North Reading, MA",MA,135200.0,CONTRACT,HOURLY,Data engineer
Principal Data Scientist (Credit Risk & Decision Science),"Vienna, VA",VA,163900.0,OTHER,YEARLY,Data scientist or machine learning specialist
